id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
8440,Carandiru,Drama,pt,"When a doctor decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo - Carandiru, he discovers the victim of one of the darkest days in Brazilian History when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people. Based on real facts and on the book written by Dráuzio Varella.",7.786,2003-03-21,7.5,410
9427,The Full Monty,Comedy,en,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",11.681,1997-08-13,7.0,1296
11686,Love and Death,"History,Comedy",en,"Boris is a simple Russian villager who pines from afar for his beautiful cousin Sonja. Forced against his will into joining the Russian army during the Napoleonic Wars, the cowardly Boris accidentally becomes a military hero. But when his beloved Sonja comes to him with a dangerous patriotic scheme, Boris debates his desires and beliefs.",8.641,1975-06-10,7.6,695
267463,The 10 Year Plan,"Romance,Comedy",en,"Myles and Brody are best friends with two very different ways of finding love. Displeased with their current love lives, they make a pact to be together if neither finds love in ten year’s time. Now two months shy of their deadline, both friends set off to do whatever it takes to avoid ending up as each other’s last resort.",7.801,2014-09-06,6.8,252
435707,Skins,"Drama,Comedy",es,"In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",12.624,2017-06-09,6.6,412
231474,The Hunters,"Adventure,TV Movie",en,"Imagine if all mythical artifacts, from Jason's Golden Fleece to Cinderella's glass slippers, were real. Well, they are -- and for centuries, a secret society called the Hunters has been sworn to protect them from an evil force called the Krugen.",8.964,2013-10-25,5.7,310
455661,In a Heartbeat,"Family,Animation,Romance,Comedy",en,A closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams.,6.147,2017-06-01,8.1,917
12763,Take the Lead,"Comedy,Music,Drama",en,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.",10.801,2006-03-17,6.9,588
86868,Would I Lie to You? 3,Comedy,fr,"Eddie, Dov, Yvan and the others ... Our warm friends have migrated from the moribund Sentier to the flourishing suburb of Aubervilliers ... Where the old Jewish entrepreneurs left the ground to young courageous and dynamic Chinese wholesalers ...  The little band is as close to each other as in previous episodes, and life goes on at the mercy of small family events and business.  Dov still seems frivolous, enterprising Eddie, chilled Yvan, casual Karine, resolute Sandra, naive Chochana, irresponsible Serge and mythomaniac. As for Patrick, he is in love and the happy elected is far from easy to access.  Everything would be fine until a bad wind brings its share of adversity seriously compromising the cohesion of the group.  Will they succumb under the storm to the turmoil, or, once again, by mutual aid, cunning and skill, will they triumph over the crisis with panache?",5.138,2012-01-31,5.5,290
381341,Perfect Strangers,"Comedy,Drama",it,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",14.692,2016-02-11,7.9,3907
66118,Case départ,Comedy,fr,Two contempo Frenchmen of Antillean descent visit their ancestor's time as well as their land in the slavery-themed French era.,5.565,2011-07-05,6.0,377
546554,Knives Out,"Comedy,Crime,Mystery",en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",55.712,2019-11-27,7.9,9033
260001,Life Partners,"Romance,Comedy",en,A 29-year-old lawyer  and her lesbian best friend experience a dramatic shift in their longtime bond after one enters a serious relationship.,7.191,2014-12-05,5.9,212
28178,Hachi: A Dog's Tale,"Drama,Family",en,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,46.039,2009-06-08,8.0,5699
858815,Photocopier,"Drama,Mystery,Thriller",id,"When photos of her at a party cause her to lose a scholarship, a student investigates whether something devastating happened to her that night.",54.805,2021-10-08,7.0,219
175116,Out of the Blue,Comedy,it,"Andrea (Raoul Bova) is a handsome and confident thirty-eight-year old man: single, 'womanizer' and superficial, with a successful career in a major product placement agency. His life of one-night stands seems to be just perfect: no responsibilities, hard work and endless fun. Until one day, he gets back home which he shares with Paulo (Edoardo Leo), a bizarre and unemployed friend of his, he finds Layla (Rosabel Laurenti Sellers), an extravagant seventeen-year old girl who claims to be his daughter. And she is not alone... She brought along her grandfather Enzo (Mark Giallini), an unlikely ex-rocker and the father of Andrea's first fleeting and forgotten conquest... and they have come to stay!",5.442,2013-03-14,6.0,280
10781,The Texas Chainsaw Massacre: The Beginning,"Horror,Thriller",en,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",74.679,2006-10-05,6.1,1419
99770,Asterix & Obelix: God Save Britannia,"Family,Adventure,Comedy",fr,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,16.249,2012-10-17,5.1,1080
8961,Bad Boys II,"Adventure,Action,Comedy,Thriller,Crime",en,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",48.21,2003-07-18,6.6,4509
2103,Solaris,"Drama,Science Fiction,Mystery",en,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,11.374,2002-11-27,5.9,1060
8851,The Blob,"Horror,Science Fiction",en,"A drive-in favorite, this sci-fi classic follows teenagers Steve and his best girl, Jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man, then it growing to a terrifying size. But no one else has seen the goo, and policeman Dave refuses to believe the kids without proof.",11.209,1958-09-10,6.3,456
141043,A Long Way Down,"Comedy,Drama",en,"Four lost souls—a disgraced TV presenter, a foul-mouthed teen, an isolated single mother and a solipsistic muso—decide to end their lives on the same night, New Year's Eve. When this disillusioned quartet of strangers meet unintentionally at the same suicide hotspot, a London high-rise with the well-earned nickname Topper's Tower, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family and becoming media sensations as the Topper House Four and searching together for the reasons to keep on living.",12.948,2014-03-20,6.2,763
333381,Return to Sender,"Drama,Thriller",en,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,13.95,2015-05-31,6.0,900
9820,The Parent Trap,"Comedy,Family",en,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",144.091,1998-07-28,7.1,3350
11077,Problem Child,Comedy,en,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",22.814,1990-07-27,6.0,647
356305,Why Him?,Comedy,en,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,28.299,2016-12-22,6.4,3599
10740,Birth,"Mystery,Drama,Romance",en,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",9.407,2004-10-29,5.9,500
11178,My Sassy Girl,"Drama,Comedy,Romance",ko,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",15.575,2001-07-27,7.5,439
11607,DeepStar Six,"Action,Horror,Thriller,Science Fiction",en,The crew of an experimental underwater nuclear base are forced to struggle for their lives when their explorations disturb a creature who threatens to destroy their base.,9.54,1989-01-13,5.4,202
763152,More the Merrier,"Comedy,Romance",es,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,89.084,2021-07-30,6.8,356
1722,Captain Corelli's Mandolin,"Drama,History,Romance,War",en,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",9.396,2001-04-18,5.9,432
40342,Demons 2,"Horror,Fantasy",it,A group of tenants and visitors are trapped in a 10-story high-rise apartment building infested with demons who proceed to hunt the dwindling humans down.,9.173,1986-10-09,6.1,207
11864,Enemy Mine,"Drama,Science Fiction",en,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",13.235,1985-12-12,7.0,744
424139,Halloween,"Horror,Thriller",en,"Jamie Lee Curtis returns to her iconic role as Laurie Strode, who comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",77.085,2018-10-18,6.5,3895
982,The Manchurian Candidate,"Thriller,Drama,Mystery",en,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",10.698,1962-10-01,7.6,520
10674,Mulan,"Animation,Family,Adventure",en,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",138.822,1998-06-18,7.9,8138
606625,Follow Me,"Horror,Thriller",en,"A social media personality travels with his friends to Moscow to capture new content for his successful VLOG. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. When the lines between real life and social media are blurred, the group must fight to escape, and survive.",10.965,2020-07-16,6.5,331
174772,Europa Report,"Science Fiction,Thriller",en,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,57.505,2013-06-27,6.2,1117
449443,Den of Thieves,"Action,Thriller,Crime",en,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,54.509,2018-01-18,6.7,2350
6972,Australia,"Adventure,Drama,Romance",en,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",14.611,2008-11-18,6.6,1968
19223,A Pure Formality,"Mystery,Drama,Crime,Thriller",fr,"Onoff is a famous writer, now a recluse. The Inspector is suspicious when Onoff is brought into the station one night, disoriented and suffering a kind of amnesia. In an isolated, rural police station, the Inspector tries to establish the events surrounding a killing, to reach a startling resolution.",7.572,1994-05-15,7.6,288
336050,Son of Saul,"War,Drama,Thriller",hu,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son.",8.057,2015-06-11,7.1,873
9335,Transporter 2,"Action,Thriller,Crime",en,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",35.958,2005-08-03,6.3,2931
11056,Darkness,Horror,en,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",6.673,2002-10-11,5.7,306
1884,The Ewok Adventure,"Adventure,Family,Fantasy,Science Fiction,TV Movie",en,"The Towani family civilian shuttlecraft crashes on the forest moon of Endor. The four Towani's are separated. Jermitt and Catarine, the mother and father are captured by the giant Gorax, and Mace and Cindel, the son and daughter, are missing when they are captured. The next day, the Ewok Deej is looking for his two sons when they find Cindel all alone in the shuttle (Mace and Cindel were looking for the transmitter to send a distress call), when Mace appears with his emergency blaster. Eventually, the four-year old Cindel is able to convince the teenage Mace that the Ewoks are nice. Then, the Ewoks and the Towani's go on an adventure to find the elder Towanis.",12.855,1984-11-25,6.0,251
321612,Beauty and the Beast,"Family,Fantasy,Romance",en,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,86.159,2017-03-16,7.0,14194
42269,We All Loved Each Other So Much,"Drama,Comedy",it,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",6.594,1974-12-21,8.3,424
45610,Machine Gun Preacher,"Action,Thriller,Crime",en,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",65.088,2011-09-23,6.7,837
219,Volver,"Comedy,Drama,Romance",es,"Raimunda lives and works in Madrid with her husband Paco and their daughter Paula. Raimunda's sister Sole lives nearby. The two sisters miss their mother Irene who died several years ago in a house fire along with their father. When a former neighbor from their hometown reports that she has seen the ghost of Irene, the daughters do not believe her. After a murder and a family tragedy, however, Irene's spirit materializes around her daughters to comfort them.",8.762,2006-03-17,7.5,1348
22538,Scott Pilgrim vs. the World,"Action,Comedy,Romance",en,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",47.115,2010-08-12,7.5,6449
48395,Rare Exports: A Christmas Tale,Fantasy,fi,"Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",19.365,2010-12-03,6.3,416
7980,The Lovely Bones,"Fantasy,Drama",en,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",35.161,2009-02-19,7.0,3902
926,Galaxy Quest,"Comedy,Science Fiction,Adventure",en,"For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"" (Tim Allen), ""Lt. Tawny Madison (Sigourney Weaver) and ""Dr.Lazarus"" (Alan Rickman) - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives.",15.347,1999-12-23,7.1,1758
24767,Iron Will,"Adventure,Family",en,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",9.506,1994-01-14,6.7,219
43211,7 Kilos in 7 Days,,it,Two not very clever young doctors open a fitness center and promise to let people lose seven kilos in seven days. When the enterprise fails they open a gourmet restaurant.,5.885,1986-02-02,6.0,212
522924,The Art of Racing in the Rain,"Comedy,Drama,Romance",en,"A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.",19.229,2019-08-08,8.3,1082
1641,Forces of Nature,"Romance,Comedy",en,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",7.772,1999-03-12,5.4,444
860623,Last Man Down,"Action,Thriller",en,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",358.251,2021-10-19,6.3,515
500682,The Highwaymen,"Crime,Drama,Thriller",en,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",14.256,2019-03-15,6.7,1645
10663,The Waterboy,Comedy,en,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,15.486,1998-11-06,6.1,1447
10323,Clash of the Titans,"Action,Adventure,Family,Fantasy",en,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, Perseus must complete various tasks including taming Pegasus, capturing Medusa's head, and battling the Kraken monster.",18.701,1981-06-12,6.9,576
10944,In the Cut,"Drama,Mystery,Thriller",en,"Following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in New York City – as if to test the limits of her own safety – propels herself into an impossibly risky sexual liaison. Soon she grows increasingly wary about the motives of every man with whom she has contact – and about her own.",12.439,2003-10-22,5.2,328
12205,Dark Water,"Horror,Mystery",ja,A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,9.561,2002-01-19,6.8,431
1255,The Host,"Horror,Drama,Science Fiction",ko,"Following the dumping of gallons of toxic waste in the river, a giant mutated squid-like creature appears and begins attacking the populace. Gang-du's daughter Hyun-seo is snatched up by the creature; with his family to assist him, he sets off to find her.",37.37,2006-07-27,7.0,2175
772,Home Alone 2: Lost in New York,"Comedy,Family,Adventure",en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",53.061,1992-11-19,6.7,7830
9725,Friday the 13th Part 2,"Horror,Thriller",en,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",41.047,1981-05-01,6.1,1247
1250,Ghost Rider,"Thriller,Action,Fantasy",en,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",59.088,2007-01-15,5.5,4945
623,A Fish Called Wanda,"Comedy,Crime",en,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds.",14.45,1988-07-15,7.2,1705
375572,Italian Race,Drama,it,"Giulia De Martino is a pilot. At seventeen she participates in the GT Championship, under the guidance of her father Mario. But one day everything changes and Giulia has to face alone both the track and her own life.",6.485,2016-04-07,7.6,882
11614,Bomber,"Action,Comedy,Drama",it,"Bomber is an unemployed boat captain. One day he meets Jerry, a manager of boxers who are struck by the force of his fists. That is when they see the chance to win big money.",7.473,1982-08-05,6.5,224
299687,The 5th Wave,"Science Fiction,Adventure,Action",en,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,40.719,2016-01-14,5.9,5157
9079,Dying Young,"Drama,Romance",en,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die.",7.188,1991-06-20,6.6,372
854,The Mask,"Romance,Comedy,Crime,Fantasy",en,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",64.197,1994-07-29,6.9,8527
11545,Rushmore,"Comedy,Drama",en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",10.519,1998-12-11,7.4,2004
209451,Jersey Boys,"Music,Drama",en,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",10.42,2014-06-05,6.8,588
86835,Knight of Cups,"Romance,Drama",en,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.",10.416,2015-02-08,5.6,539
291413,Within,"Horror,Thriller",en,A thriller centered on a widower who moves into a seemingly perfect new home with his daughter and new wife.,10.579,2016-10-18,5.5,233
451504,Joint Custody,Comedy,fr,"A wife finds out her husband has a mistress. She decides to propose her to share her life with her husband, alternating every two weeks.",5.61,2017-12-20,5.8,242
10633,In the Heat of the Night,"Crime,Drama,Mystery,Thriller",en,An African American detective is asked to investigate a murder in a racist southern town.,10.9,1967-08-02,7.7,765
48466,Scared Shrekless,"Animation,Comedy",en,"Shrek challenges Donkey, Puss in Boots and his other fairy tale character friends to spend the night in Lord Farquaad's haunted castle, telling scary stories to see who can resist becoming scared and stay the longest.",17.424,2010-10-28,6.4,315
253687,Smart Ass,"Comedy,Drama",fr,"Kelly, Dan and Louis are students at a prestigious business school, destined to become tomorrow's elite. The industrious trio are determined to start putting their education into practise from the off in an attempt to make as much money as they can from their fellow students. Working on the theory that relationships between the sexes can be regulated by market principles, they begin to inflate the popularity of certain individuals artificially, by hiring beautiful and sexy off-campus women as their dates for exclusive and riotous college parties. However their perfect business model soon spirals out of control as their moneymaking scheme takes off in a big way across campus.",4.728,2014-04-02,6.0,261
516486,Greyhound,"War,Action,Drama",en,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the “Black Pit” to the front lines of WW2. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",23.098,2020-07-10,7.4,2202
10929,Willard,"Horror,Drama,Thriller",en,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",7.63,2003-03-14,6.1,250
12637,"New York, New York","Drama,Music,Romance",en,"An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb.",6.855,1977-06-21,6.6,351
182127,Ip Man: The Final Fight,"Action,Drama",cn,"In postwar Hong Kong, legendary Wing Chun grandmaster Ip Man is reluctantly called into action once more, when what begin as simple challenges from rival kung fu styles soon draw him into the dark and dangerous underworld of the Triads. Now, to defend life and honor, he has no choice but to fight one last time...",2.08,2013-03-22,6.2,325
637920,Miracle in Cell No. 7,"Drama,Comedy",tr,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",49.021,2019-10-10,8.3,3968
41436,Paranormal Activity 2,"Horror,Mystery,Fantasy",en,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",26.497,2010-10-20,5.7,2040
10987,Halloween: The Curse of Michael Myers,"Horror,Thriller",en,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",26.014,1995-09-29,5.2,806
127493,Stolen,"Action,Crime,Thriller",en,"Master thief Will Montgomery is just released from the State penitentiary after serving a 10 year sentence, is contacted by Vincent, his ex comrade in crime, who is holding Will’s teenage daughter ransom in a hijacked taxi cab. Vincent will only surrender her when Will reveals the whereabouts of the 20 million dollars he contrived to conceal from their last robbery.",20.561,2012-09-06,5.4,846
467952,The Catcher Was a Spy,"Drama,War,Thriller",en,Former major league baseball player Moe Berg lives a double life working for the Office of Strategic Services in World War II Europe.,9.302,2018-06-22,6.2,230
384677,Set It Up,"Romance,Comedy",en,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,15.861,2018-06-15,6.9,2259
12614,Victor/Victoria,"Comedy,Music,Romance",en,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",8.219,1982-04-25,7.3,331
12914,Stargate: Continuum,"Adventure,Science Fiction,TV Movie",en,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,12.711,2008-07-29,7.1,382
529106,Major Grom: Plague Doctor,"Action,Adventure",ru,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",126.802,2021-04-01,6.7,447
184098,Think Like a Man Too,"Comedy,Romance",en,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",19.667,2014-06-20,6.5,473
218836,Planes: Fire & Rescue,"Animation,Comedy,Adventure,Family",en,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",29.824,2014-07-17,6.1,686
77987,Only God Forgives,"Drama,Thriller,Crime",en,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Crystal to find and kill the individual responsible for his brother's recent death.",10.119,2013-05-30,5.9,2059
10722,The Day of the Beast,"Action,Comedy,Horror,Crime,Fantasy",es,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible (Angulo), a death metal salesman from Carabanchel (Segura), and the Italian host of a TV show on the occult (De Razza). These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.",6.875,1995-10-20,7.3,395
14817,Good Burger,"Family,Comedy",en,Two hapless youths lead their burger joint in a fight against the giant fast-food chain across the street.,15.2,1997-07-25,6.0,383
451500,Christmas & Co.,Comedy,fr,"Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.",7.033,2017-12-06,6.3,497
88751,Journey to the Center of the Earth,"Action,Science Fiction,Adventure,Comedy,Family",en,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",38.942,2008-07-10,6.0,4108
138038,Girl vs. Monster,"Family,Comedy,Science Fiction,TV Movie",en,Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,17.04,2012-10-12,6.4,236
823,Jin-Roh: The Wolf Brigade,"Animation,Science Fiction,Thriller,Drama",ja,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",12.68,1999-11-17,7.5,344
